gene,gene_name,gene_type,chr,start,end,strand,length
ENSG00000253036.1,snR65,snoRNA,chr2,146092638,146092740,+,103
ENSG00000253037.1,AL109947.2,miRNA,chr6,109825590,109825729,+,140
ENSG00000253038.1,RNU6-706P,snRNA,chr18,36613971,36614074,+,104
ENSG00000253039.1,RNA5SP47,rRNA,chr1,45397995,45398103,+,109
ENSG00000253040.1,RNA5SP454,rRNA,chr18,39850554,39850680,+,127
ENSG00000253041.1,SNORA31,snoRNA,chr9,104084759,104084815,+,57
ENSG00000253042.1,SNORA70,snoRNA,chr1,202496438,202496555,-,118
ENSG00000253043.1,RNU7-181P,snRNA,chr8,131016774,131016847,-,74
ENSG00000253044.1,AL691452.1,miRNA,chr1,207688630,207688688,+,59
ENSG00000253045.1,RMRPP1,misc_RNA,chr10,75534080,75534299,-,220
ENSG00000253046.1,AC092841.1,miRNA,chr2,162775292,162775376,+,85
ENSG00000253047.1,SNORA40,snoRNA,chr1,150573015,150573135,-,121
ENSG00000253048.1,RNU4-60P,snRNA,chr19,42977027,42977161,+,135
ENSG00000253049.1,SNORA43,snoRNA,chr3,3144597,3144699,+,103
ENSG00000253050.1,RNU6-868P,snRNA,chr4,48111370,48111427,-,58
ENSG00000253051.1,SNORA31,snoRNA,chr13,45910449,45910582,-,134
ENSG00000253052.1,U3,snoRNA,chr12,30052836,30052940,+,105
ENSG00000253053.1,RN7SKP289,misc_RNA,chr12,54209969,54210263,+,295
ENSG00000253054.1,RNU7-77P,snRNA,chr10,35424371,35424430,+,60
ENSG00000253055.1,RNA5SP415,rRNA,chr16,34984432,34984546,+,115
ENSG00000253056.1,RNU7-128P,snRNA,chr3,48221818,48221879,+,62
ENSG00000253057.1,RN7SKP57,misc_RNA,chr5,111055466,111055758,-,293
ENSG00000253058.1,RNA5SP437,rRNA,chr17,30290824,30290952,-,129
ENSG00000253059.1,SNORA31,snoRNA,chr14,36225533,36225669,+,137
ENSG00000253060.1,SCARNA20,snoRNA,chr1,171737210,171737315,+,106
ENSG00000253062.1,RNU7-108P,snRNA,chr3,93817351,93817410,-,60
ENSG00000253063.1,RNU6-494P,snRNA,chr12,32630316,32630405,-,90
ENSG00000253064.1,RNU6-711P,snRNA,chr17,27751780,27751885,-,106
ENSG00000253065.1,SNORA40,snoRNA,chr5,167460096,167460210,-,115
ENSG00000253066.1,RNU6-709P,snRNA,chr10,115871173,115871276,+,104
ENSG00000253067.1,snoZ6,snoRNA,chr5,131415759,131415826,+,68
ENSG00000253068.1,SNORD112,snoRNA,chr10,103862019,103862089,+,71
ENSG00000253069.1,AC021205.1,miRNA,chr4,123748169,123748245,+,77
ENSG00000253070.1,RNU6-794P,snRNA,chr10,35520259,35520322,-,64
ENSG00000253071.1,RNU7-31P,snRNA,chr17,5417529,5417590,-,62
ENSG00000253072.1,snoMBII-202,snoRNA,chr11,15503354,15503439,-,86
ENSG00000253073.1,RN7SKP295,misc_RNA,chr5,82981685,82981837,+,153
ENSG00000253074.1,RNU6-586P,snRNA,chr1,67661823,67661926,+,104
ENSG00000253075.1,RN7SKP92,misc_RNA,chr14,100953881,100954124,+,244
ENSG00000253076.1,SNORD112,snoRNA,chr3,112856813,112856888,-,76
ENSG00000253077.1,RNA5SP169,rRNA,chr4,152892649,152892765,-,117
ENSG00000253078.1,RNU6-1116P,snRNA,chr2,37662653,37662751,-,99
ENSG00000253079.1,NRON,misc_RNA,chr9,129170320,129170689,-,370
ENSG00000253080.1,RNA5SP373,rRNA,chr12,111777331,111777425,+,95
ENSG00000253081.1,RNU4ATAC17P,snRNA,chr3,8406215,8406334,-,120
ENSG00000253082.1,AC007365.2,miRNA,chr2,65003238,65003321,+,84
ENSG00000253083.1,RNA5SP106,rRNA,chr2,148471024,148471123,-,100
ENSG00000253084.1,RNU6-840P,snRNA,chr17,33420928,33420992,+,65
ENSG00000253085.1,SCARNA11,snoRNA,chr1,14022565,14022694,-,130
ENSG00000253086.1,RNU6-537P,snRNA,chr1,11212407,11212509,+,103
ENSG00000253087.1,RNU6-1174P,snRNA,chr3,134499369,134499469,-,101
ENSG00000253088.1,Y_RNA,misc_RNA,chr7,152099865,152099978,+,114
ENSG00000253089.1,RNU1-104P,snRNA,chr12,127805900,127806074,+,175
ENSG00000253090.1,SNORA73,snoRNA,chr6,108306863,108306983,-,121
ENSG00000253091.1,U3,snoRNA,chr6,114102518,114102667,-,150
ENSG00000253092.1,SNORA81,snoRNA,chr3,183170355,183170552,+,198
ENSG00000253093.1,RNA5SP179,rRNA,chr5,16854103,16854223,+,121
ENSG00000253094.1,SNORD36,snoRNA,chr13,23377284,23377363,+,80
ENSG00000253095.1,RNU6-676P,snRNA,chr12,11315699,11315763,+,65
ENSG00000253096.1,Y_RNA,misc_RNA,chr14,104192065,104192162,-,98
ENSG00000253097.1,RNU2-19P,snRNA,chr1,205535844,205535927,+,84
ENSG00000253098.1,RNU7-161P,snRNA,chr5,40911169,40911230,-,62
ENSG00000253099.1,RNU2-60P,snRNA,chr11,111253817,111253944,+,128
ENSG00000253100.1,RP11-219J21.1,lincRNA,chr8,25543314,25545040,+,1131
ENSG00000253102.1,RP1-117B12.4,antisense,chr17,48473799,48475249,+,715
ENSG00000253103.1,RP11-946L20.4,lincRNA,chr8,112111190,112248432,-,900
ENSG00000253104.1,RP11-855C21.1,sense_intronic,chr5,22139356,22141577,-,501
ENSG00000253105.1,KB-1448A5.1,lincRNA,chr8,97384093,97399666,-,1046
ENSG00000253106.1,RP11-158K1.3,antisense,chr8,125500751,125503884,+,2355
ENSG00000253107.1,CTD-2544L4.1,pseudogene,chr8,111567637,111568747,+,1111
ENSG00000253108.1,RP1-84O15.2,lincRNA,chr8,34085957,34204249,+,582
ENSG00000253109.1,RP11-619L12.1,pseudogene,chr5,173466754,173467243,-,490
ENSG00000253110.1,CTB-78H18.1,protein_coding,chr5,171200656,171201743,+,705
ENSG00000253111.1,RP11-136O12.2,lincRNA,chr8,126479181,126553615,+,1415
ENSG00000253112.1,CTD-2373N4.5,antisense,chr8,30454431,30455049,+,407
ENSG00000253114.2,RP11-550I15.1,pseudogene,chr8,55608958,55609687,+,730
ENSG00000253115.1,RP11-6I2.4,lincRNA,chr8,75015751,75018979,+,429
ENSG00000253116.1,RP11-648L3.2,lincRNA,chr8,59004001,59018853,-,625
ENSG00000253117.4,OC90,protein_coding,chr8,133036467,133071627,-,1782
ENSG00000253118.1,RP11-700E23.3,pseudogene,chr8,93364140,93364376,-,237
ENSG00000253119.1,HNRNPA3P7,pseudogene,chr5,153717031,153718012,-,982
ENSG00000253120.1,IGLV2-34,IG_V_pseudogene,chr22,22922478,22922760,+,283
ENSG00000253121.1,RP11-659E9.4,antisense,chr8,63936931,63937853,+,667
ENSG00000253122.1,RP11-238I10.1,lincRNA,chr8,111621470,111644623,+,202
ENSG00000253123.2,RP11-527N22.1,lincRNA,chr8,37188190,37189502,-,713
ENSG00000253124.1,TRAPPC2P2,pseudogene,chr8,72361046,72361454,-,409
ENSG00000253125.1,RP11-459E5.1,processed_transcript,chr8,22547663,22656129,+,2191
ENSG00000253126.1,IGLVI-56,IG_V_pseudogene,chr22,22552960,22553411,+,342
ENSG00000253127.1,IGKV2D-36,IG_V_pseudogene,chr2,89925832,89926057,+,226
ENSG00000253128.1,IGHV4-80,IG_V_pseudogene,chr14,107281000,107281252,-,253
ENSG00000253130.1,CTD-3023L14.2,lincRNA,chr8,8418901,8427198,+,1075
ENSG00000253131.1,IGHV7-56,IG_V_pseudogene,chr14,107065772,107066206,-,351
ENSG00000253132.1,IGHV3-62,IG_V_pseudogene,chr14,107099145,107099588,-,340
ENSG00000253133.1,RP11-360L9.4,antisense,chr8,41391674,41435887,-,559
ENSG00000253134.1,CTC-436K13.2,lincRNA,chr5,157702719,157705821,+,346
ENSG00000253135.1,RP11-589C21.2,pseudogene,chr8,41986292,41986767,-,476
ENSG00000253137.1,RP11-509P12.1,pseudogene,chr8,85591033,85592077,+,1045
ENSG00000253138.1,LINC00967,lincRNA,chr8,67104328,67109550,+,2003
ENSG00000253139.1,RP11-17A4.3,lincRNA,chr8,57449317,57453056,-,861
ENSG00000253140.1,RP11-567J20.3,lincRNA,chr8,49428412,49429649,-,537
ENSG00000253141.1,CTB-164N12.1,lincRNA,chr5,172890503,172911587,+,1169
ENSG00000253142.1,RP11-87E22.1,sense_intronic,chr8,22752947,22755326,-,898
ENSG00000253143.2,Metazoa_SRP,lincRNA,chr8,71383347,71392858,-,736
ENSG00000253144.1,RP11-281O15.7,pseudogene,chr5,178509681,178510195,-,515
ENSG00000253146.1,CIR1P1,pseudogene,chr5,153938868,153940000,-,1133
ENSG00000253147.1,RP11-369E15.4,lincRNA,chr8,20810638,20826415,+,1050
ENSG00000253148.1,RGS21,protein_coding,chr1,192286122,192336415,+,1794
ENSG00000253149.1,IGHVII-31-1,IG_V_pseudogene,chr14,106810597,106810633,-,37
ENSG00000253152.1,IGLV3-17,IG_V_pseudogene,chr22,23081432,23081675,+,244
ENSG00000253153.1,KB-1562D12.3,pseudogene,chr8,102574236,102574716,-,481
ENSG00000253154.1,CTA-392E5.1,lincRNA,chr8,86851934,86963312,+,813
ENSG00000253155.1,CTB-47B11.1,pseudogene,chr5,156849447,156849881,+,435
ENSG00000253156.1,RP11-58O3.1,pseudogene,chr8,112633687,112634026,-,340
ENSG00000253158.1,IGKV3-31,IG_V_pseudogene,chr2,89551697,89552222,-,329
ENSG00000253159.1,PCDHGA12,protein_coding,chr5,140810185,140892546,+,4747
ENSG00000253160.1,RP11-1113C11.2,pseudogene,chr8,39167428,39167962,-,535
ENSG00000253161.1,RP11-150O12.1,lincRNA,chr8,37278859,37411701,-,1522
ENSG00000253162.1,RP11-279L11.1,sense_intronic,chr8,3230875,3232748,-,463
ENSG00000253163.1,RP11-443C10.1,lincRNA,chr5,178804532,178805762,-,624
ENSG00000253164.1,RP11-563N12.2,lincRNA,chr8,20207721,20230280,+,983
ENSG00000253165.1,CTD-2309H9.3,lincRNA,chr8,134787794,134789595,-,1041
ENSG00000253166.2,RP11-585F1.6,pseudogene,chr8,152660,152897,-,164
ENSG00000253167.1,KIAA0196-AS1,antisense,chr8,126052926,126057231,+,587
ENSG00000253168.1,RP11-326L2.1,antisense,chr8,17561497,17563696,+,735
ENSG00000253169.1,IGHVII-65-1,IG_V_pseudogene,chr14,107127813,107128060,-,248
ENSG00000253170.1,RP11-431J17.1,lincRNA,chr4,98041852,98056210,+,525
ENSG00000253171.1,CTB-118P15.2,antisense,chr8,88986393,89031341,+,647
ENSG00000253172.1,CTC-209H22.3,antisense,chr5,172571165,172572042,-,496
ENSG00000253173.2,RP11-152C15.1,pseudogene,chr8,71016028,71016414,-,387
ENSG00000253174.2,RP11-360L9.7,antisense,chr8,41397900,41402563,-,1189
ENSG00000253175.1,RP11-267M23.6,pseudogene,chr8,95577264,95577943,+,375
ENSG00000253176.3,RP11-1149M3.2,pseudogene,chr8,27695994,27697899,+,717
ENSG00000253177.1,RP11-100L22.1,lincRNA,chr8,93681064,93691822,+,1013
ENSG00000253178.1,RP11-404E12.1,pseudogene,chr8,20408712,20408916,+,205
ENSG00000253179.1,CALCP,pseudogene,chr11,14929064,14929532,+,212
ENSG00000253180.1,RP11-410L14.1,pseudogene,chr8,100015635,100016070,-,436
ENSG00000253181.1,RP11-863K10.2,antisense,chr8,37575097,37591274,+,1228
ENSG00000253182.1,RP11-486M23.2,lincRNA,chr8,29405688,29421858,+,564
ENSG00000253183.1,RP4-701O16.5,pseudogene,chr7,139187199,139188558,+,1360
ENSG00000253184.1,RP11-13N12.2,lincRNA,chr8,16461764,16522388,+,458
ENSG00000253186.2,RP11-726G23.3,pseudogene,chr8,43108875,43109232,+,300
ENSG00000253187.2,HOXA-AS4,antisense,chr7,27208238,27211534,+,1654
ENSG00000253188.1,TRBV6-7,TR_V_gene,chr7,142143652,142144084,-,344
ENSG00000253189.1,RP11-158A14.1,lincRNA,chr8,5893955,5894496,-,331
ENSG00000253190.2,AC084082.3,lincRNA,chr8,67024902,67027440,+,1187
ENSG00000253191.1,IGKV1D-32,IG_V_pseudogene,chr2,89967232,89967677,+,318
ENSG00000253193.4,FCGR1C,pseudogene,chr1,149369294,149378365,+,2167
ENSG00000253194.1,RP11-351A11.1,antisense,chr6,119255950,119352706,+,471
ENSG00000253195.2,RP11-359P18.6,pseudogene,chr8,43397219,43399200,+,311
ENSG00000253196.1,RP11-706C16.7,antisense,chr8,143844534,143847845,+,670
ENSG00000253197.1,CTD-3239E11.2,antisense,chr8,93895212,93977873,+,947
ENSG00000253198.1,RP11-643N23.1,pseudogene,chr8,43529413,43529734,-,322
ENSG00000253199.1,RP11-421P23.1,lincRNA,chr8,20831308,20852630,+,2059
ENSG00000253200.1,RP11-582J16.5,antisense,chr8,22471421,22474170,-,2750
ENSG00000253202.1,IGKV3-25,IG_V_pseudogene,chr2,89491988,89492240,-,253
ENSG00000253203.2,GUSBP3,pseudogene,chr5,68790040,69006341,-,2067
ENSG00000253204.1,RP5-1009N12.1,pseudogene,chr8,30778576,30778851,+,276
ENSG00000253205.1,CTD-3046C4.1,lincRNA,chr8,64297397,64382763,-,2927
ENSG00000253206.1,RP11-738G5.2,protein_coding,chr8,50448945,50466973,-,407
ENSG00000253207.3,RP11-67H2.1,protein_coding,chr8,114612539,114629187,+,1584
ENSG00000253208.1,RP11-1G11.2,pseudogene,chr8,26405185,26405979,+,795
ENSG00000253209.1,IGHV3-65,IG_V_pseudogene,chr14,107122108,107122548,-,341
ENSG00000253210.1,RP11-809O17.1,antisense,chr8,142136143,142140060,-,807
ENSG00000253213.1,RP11-546B8.3,pseudogene,chr5,170678870,170679986,+,1117
ENSG00000253214.1,RP11-1149M10.2,lincRNA,chr8,82066514,82076834,+,1136
ENSG00000253215.1,RP11-156K13.2,antisense,chr8,17739552,17740170,+,529
ENSG00000253216.1,RP11-744J10.2,pseudogene,chr8,70358292,70358495,+,204
ENSG00000253217.1,KB-1991G8.1,lincRNA,chr8,101349823,101362935,+,546
ENSG00000253218.1,KLF3P1,pseudogene,chr5,171681422,171682443,-,1022
ENSG00000253219.1,KRT18P41,pseudogene,chr5,169567668,169568944,-,1277
ENSG00000253220.1,RP11-103H7.2,lincRNA,chr8,127510394,127512548,+,489
ENSG00000253222.1,NRG1-IT2,sense_intronic,chr8,32028898,32145082,+,749
ENSG00000253223.1,RP11-409C19.2,pseudogene,chr8,67896370,67898422,-,2053
ENSG00000253224.1,PGAM5P1,pseudogene,chr5,109220311,109221124,-,814
ENSG00000253225.1,RP11-1057N3.2,pseudogene,chr8,130263213,130263384,+,172
ENSG00000253226.1,HAUS1P3,pseudogene,chr8,73530957,73531618,-,662
ENSG00000253227.1,RP11-383J24.1,lincRNA,chr8,125283924,125289825,+,553
ENSG00000253228.1,NRBF2P4,pseudogene,chr8,108995344,108996193,+,850
ENSG00000253229.1,HIGD1AP6,pseudogene,chr8,76214531,76214809,+,279
ENSG00000253230.2,LINC00599,lincRNA,chr8,9757574,9762876,-,4136
ENSG00000253231.1,RP11-32K4.3,pseudogene,chr8,65244484,65244709,+,226
ENSG00000253232.1,RP11-359B20.5,pseudogene,chr8,33380672,33380809,+,138
ENSG00000253233.1,KB-1582A10.2,pseudogene,chr8,39724955,39725331,-,186
ENSG00000253234.1,IGLV2-5,IG_V_pseudogene,chr22,23198937,23199213,+,277
ENSG00000253235.1,RP11-434I12.4,lincRNA,chr8,74281005,74281530,-,343
ENSG00000253236.1,CTD-2313P7.1,lincRNA,chr5,163875428,163894408,-,520
ENSG00000253237.2,RP11-775E10.1,pseudogene,chr8,81263367,81263651,+,285
ENSG00000253238.1,RP11-941H19.3,lincRNA,chr8,81178389,81252075,+,444
ENSG00000253239.1,IGLVI-70,IG_V_pseudogene,chr22,22380474,22380991,+,390
ENSG00000253240.1,IGHV3-36,IG_V_pseudogene,chr14,106848685,106849142,-,401
ENSG00000253241.1,IGHV3-50,IG_V_pseudogene,chr14,107022105,107022543,-,317
ENSG00000253242.1,IGLVIV-64,IG_V_pseudogene,chr22,22429777,22430077,+,301
ENSG00000253244.1,RP11-619L12.3,antisense,chr5,173483063,173483588,-,289
ENSG00000253245.2,MTND1P36,pseudogene,chr11,103278169,103279104,-,936
ENSG00000253247.1,IGHV3-76,IG_V_pseudogene,chr14,107236097,107236391,-,295
ENSG00000253248.1,RP11-149P24.1,lincRNA,chr8,137059264,137178365,+,726
ENSG00000253250.2,RP11-122A3.2,protein_coding,chr8,91970865,91997485,-,894
ENSG00000253251.2,CTC-534A2.2,protein_coding,chr5,64920592,64926718,+,1964
ENSG00000253252.2,RP11-10A14.6,lincRNA,chr8,9037761,9040029,-,328
ENSG00000253256.1,CTB-11I22.1,antisense,chr5,158636929,158675804,+,638
ENSG00000253257.1,MTND4P7,pseudogene,chr8,13210910,13211039,-,130
ENSG00000253258.1,RP11-539E17.5,antisense,chr8,124193878,124195028,-,777
ENSG00000253259.1,RP11-737F9.2,sense_intronic,chr8,131904316,131905031,-,474
ENSG00000253260.1,RP11-379I19.1,lincRNA,chr8,60473886,60506260,-,358
ENSG00000253261.1,CTC-280C13.1,pseudogene,chr5,154373158,154374005,+,339
ENSG00000253262.1,RP11-221H10.1,pseudogene,chr8,4930167,4930391,-,225
ENSG00000253263.1,KB-1507C5.3,sense_intronic,chr8,103904104,103905836,+,533
ENSG00000253264.1,PCAT2,lincRNA,chr8,128084939,128094466,-,575
ENSG00000253265.1,IGKV2-14,IG_V_pseudogene,chr2,89377506,89378280,-,347
ENSG00000253266.1,RP11-128L5.1,lincRNA,chr8,142065389,142070695,+,1132
ENSG00000253267.1,RP11-666I19.2,antisense,chr8,1513675,1570583,-,2062
ENSG00000253269.1,CTB-37A13.1,antisense,chr5,169199970,169206369,-,283
ENSG00000253270.1,RP11-1105O14.1,lincRNA,chr8,19536083,19546445,+,467
ENSG00000253271.2,RP11-1059L18.1,pseudogene,chr8,118068057,118068384,+,328
ENSG00000253273.2,RP11-99A14.1,pseudogene,chr8,74743378,74744182,+,805
ENSG00000253274.1,IGHV1-67,IG_V_pseudogene,chr14,107136620,107137059,-,357
ENSG00000253275.1,RP11-566H8.1,lincRNA,chr8,31354939,31356128,+,328
ENSG00000253276.1,CCDC71L,protein_coding,chr7,106297211,106301442,-,4232
ENSG00000253278.1,IGKV2-10,IG_V_pseudogene,chr2,89319489,89320183,-,351
ENSG00000253279.1,FAM183CP,lincRNA,chr8,29779029,29811240,+,2957
ENSG00000253280.1,RP11-618M23.4,lincRNA,chr8,19111751,19114844,-,362
ENSG00000253281.2,RP11-716D16.1,processed_transcript,chr8,59168330,59184678,-,1725
ENSG00000253282.1,KB-1410C5.3,lincRNA,chr8,102299673,102306011,+,731
ENSG00000253283.1,RP11-146E23.2,pseudogene,chr8,85998850,85999421,+,572
ENSG00000253284.2,RP11-282K24.3,sense_intronic,chr12,19300008,19307593,+,5391
ENSG00000253286.1,CTD-2552K11.2,antisense,chr8,124626465,124670810,+,940
ENSG00000253287.1,RP11-281N10.1,lincRNA,chr8,72691840,72705110,-,719
ENSG00000253288.1,RP11-238K6.1,lincRNA,chr8,138821687,139095813,-,4171
ENSG00000253290.1,RP11-597M17.3,pseudogene,chr8,27760746,27761012,-,267
ENSG00000253291.1,TRBV7-7,TR_V_gene,chr7,142119820,142120321,-,347
ENSG00000253292.1,RP11-298P6.5,pseudogene,chr8,87605983,87606817,-,835
ENSG00000253293.3,HOXA10,protein_coding,chr7,27210210,27219880,-,3707
ENSG00000253294.1,IGHVII-40-1,IG_V_pseudogene,chr14,106896861,106896918,-,58
ENSG00000253295.1,RP11-779O18.1,antisense,chr5,172185229,172189559,+,472
ENSG00000253297.1,HTR4-IT1,sense_intronic,chr5,148024250,148025953,-,1704
ENSG00000253298.1,AC008703.1,lincRNA,chr5,158875564,158893284,-,2012
ENSG00000253299.1,RP11-316J7.4,pseudogene,chr8,101177454,101177706,-,253
ENSG00000253300.1,RP11-108E14.1,lincRNA,chr8,20513202,20557645,-,1153
ENSG00000253301.1,RP11-513O17.2,lincRNA,chr8,58055248,58152857,+,4218
ENSG00000253302.1,STAU2-AS1,lincRNA,chr8,74332239,74353761,+,2279
ENSG00000253303.1,IGHVIII-82,IG_V_pseudogene,chr14,107287770,107288019,-,250
ENSG00000253304.1,TMEM200B,protein_coding,chr1,29445940,29450447,-,2639
ENSG00000253305.1,PCDHGB6,protein_coding,chr5,140787770,140892546,+,4599
ENSG00000253307.1,RP11-10J21.4,antisense,chr8,142262385,142263391,-,397
ENSG00000253308.2,RP1-170O19.17,lincRNA,chr7,27278862,27280847,-,757
ENSG00000253309.2,SERPINE3,protein_coding,chr13,51909909,51938871,+,2608
ENSG00000253310.1,IGHVIII-76-1,IG_V_pseudogene,chr14,107239994,107240279,-,286
ENSG00000253311.1,AC011343.1,lincRNA,chr5,159203779,159298391,-,5607
ENSG00000253312.1,RP11-359P18.2,pseudogene,chr8,43106854,43107001,+,148
ENSG00000253313.1,C1orf210,protein_coding,chr1,43747554,43751288,-,1516
ENSG00000253314.1,LINC00293,lincRNA,chr8,47733859,47765929,+,1914
ENSG00000253315.1,CTB-11I22.2,lincRNA,chr5,158654723,158672135,+,573
ENSG00000253317.1,RP11-142A23.1,lincRNA,chr8,73108569,73114504,+,798
ENSG00000253318.1,TMCC1P1,pseudogene,chr8,106207218,106209197,-,1980
ENSG00000253319.1,RP11-359P18.8,pseudogene,chr8,43366963,43367176,-,214
ENSG00000253320.1,KB-1507C5.2,protein_coding,chr8,103876528,103990104,+,3695
ENSG00000253321.1,RP11-61G23.2,lincRNA,chr5,89648854,89652426,-,572
ENSG00000253322.1,RP11-388G22.1,lincRNA,chr8,58506725,58717588,-,570
ENSG00000253325.1,IGHV7-34-1,IG_V_pseudogene,chr14,106833231,106833664,-,350
ENSG00000253326.2,RP11-261C10.7,pseudogene,chr1,243218163,243219696,-,1243
ENSG00000253327.2,RAD21-AS1,antisense,chr8,117886663,117889107,+,2010
ENSG00000253328.2,KB-431C1.3,pseudogene,chr8,103254268,103254847,-,295
ENSG00000253329.1,IGLV3-30,IG_V_pseudogene,chr22,22961042,22961633,+,298
ENSG00000253330.1,RP11-697N18.3,pseudogene,chr8,48423596,48424703,-,1108
ENSG00000253331.1,CTC-207P7.1,lincRNA,chr5,163546104,163661103,-,674
ENSG00000253332.1,KB-1582A10.1,pseudogene,chr8,39717738,39718044,+,307
ENSG00000253333.1,RP11-497H16.8,pseudogene,chr5,69790927,69796730,-,371
ENSG00000253334.1,RP13-923O23.6,antisense,chr8,82704058,82727949,+,478
ENSG00000253335.1,RP11-420B22.1,antisense,chr8,18846789,18858462,+,545
ENSG00000253336.1,RP11-468O2.1,pseudogene,chr8,124300595,124302743,+,2149
ENSG00000253338.1,IGLV3-29,IG_V_pseudogene,chr22,23003769,23004012,+,244
ENSG00000253339.1,RP11-434I12.3,lincRNA,chr8,74271148,74275023,+,781
ENSG00000253340.1,RP11-139G7.1,pseudogene,chr8,51772090,51772622,+,533
ENSG00000253341.1,RP11-730G20.2,pseudogene,chr8,75515479,75516479,-,1001
ENSG00000253342.1,RP11-219J21.2,lincRNA,chr8,25634195,25634972,+,465
ENSG00000253343.1,CTD-3023L14.3,lincRNA,chr8,8413248,8418475,-,397
ENSG00000253344.1,RP11-346L1.2,antisense,chr8,37483533,37531905,-,836
ENSG00000253345.1,IGHVII-22-1,IG_V_pseudogene,chr14,106719955,106720219,-,265
ENSG00000253346.1,CTD-3107M8.1,pseudogene,chr8,30189477,30189793,-,317
ENSG00000253347.1,CTD-2026D20.2,antisense,chr17,45486688,45500892,-,513
ENSG00000253348.1,MIR4454,antisense,chr5,170174051,170215654,-,1191
ENSG00000253349.1,COX6B1P6,pseudogene,chr8,90835776,90836030,-,255
ENSG00000253350.1,RP11-127H5.1,protein_coding,chr8,105602961,106431488,+,1186
ENSG00000253351.1,KB-1047C11.1,lincRNA,chr8,96219235,96228602,-,519
ENSG00000253352.4,TUG1,antisense,chr22,31366663,31375381,+,6793
ENSG00000253354.1,CTA-392C11.2,lincRNA,chr8,40227547,40259367,+,473
ENSG00000253355.1,KB-1460A1.2,processed_transcript,chr8,102141215,102145714,+,602
ENSG00000253356.1,RP11-90P5.2,antisense,chr8,38006259,38021290,+,562
ENSG00000253357.1,CTB-78F1.2,sense_intronic,chr5,167148368,167156129,+,474
ENSG00000253358.1,GS1-251I9.3,antisense,chr8,92028816,92030883,+,398
ENSG00000253359.1,IGHV3-37,IG_V_pseudogene,chr14,106852588,106853026,-,340
ENSG00000253361.1,RP11-675F6.3,lincRNA,chr8,38401170,38410198,-,379
ENSG00000253362.1,RP11-120I21.3,pseudogene,chr8,85075684,85076799,-,381
ENSG00000253363.1,RP11-962G15.1,lincRNA,chr8,36394909,36636682,-,673
ENSG00000253364.1,RP11-731F5.2,lincRNA,chr14,106110833,106115394,-,930
ENSG00000253365.1,IGKV1D-22,IG_V_pseudogene,chr2,90049551,90049994,+,324
ENSG00000253366.2,RP11-589F5.4,pseudogene,chr5,70046954,70149508,+,1013
ENSG00000253367.1,IGHVIII-25-1,IG_V_pseudogene,chr14,106750162,106750402,-,241
ENSG00000253368.3,TRNP1,protein_coding,chr1,27320198,27327389,+,1976
ENSG00000253369.1,RP11-1081M5.1,lincRNA,chr8,54307771,54308506,-,594
ENSG00000253370.2,CTB-56J15.1,pseudogene,chr5,155885408,155885517,-,110
ENSG00000253371.1,RP11-587H10.1,lincRNA,chr8,93512811,93522044,-,614
ENSG00000253372.1,RP11-44N11.1,sense_intronic,chr8,123819985,123828756,+,1018
ENSG00000253373.1,RP11-21C17.1,lincRNA,chr8,70087814,70090424,-,453
ENSG00000253374.1,RP11-257P3.3,antisense,chr8,82433853,82445510,+,928
ENSG00000253376.1,RP11-44D19.1,lincRNA,chr8,58802135,58803368,-,780
ENSG00000253377.1,RP11-566H8.3,lincRNA,chr8,31133112,31241795,+,336
ENSG00000253379.1,RP11-1102P16.1,protein_coding,chr8,72315675,72504260,-,4175
ENSG00000253380.1,RP11-738G5.1,lincRNA,chr8,50409322,50424739,-,267
ENSG00000253381.1,RP11-359E19.1,lincRNA,chr8,39961688,39965454,+,187
ENSG00000253382.3,POU5F1P2,pseudogene,chr8,103633737,103634559,-,823
ENSG00000253383.1,RP11-116B19.2,pseudogene,chr8,74502809,74503118,+,310
ENSG00000253384.1,CTD-2547L16.3,pseudogene,chr8,17946078,17947196,-,1119
ENSG00000253385.1,KB-1254G8.1,lincRNA,chr8,103866683,103868303,+,770
ENSG00000253386.1,IGHVII-49-1,IG_V_pseudogene,chr14,107020363,107020586,-,224
ENSG00000253387.1,IGHVIII-5-1,IG_V_pseudogene,chr14,106495898,106495996,-,99
ENSG00000253388.1,RP11-150O12.2,lincRNA,chr8,37337607,37338327,+,169
ENSG00000253389.2,RP11-930P14.1,antisense,chr8,41518509,41523084,+,1374
ENSG00000253390.1,CTC-756D1.2,lincRNA,chr8,23316114,23342484,+,630
ENSG00000253391.1,RP11-758H6.1,pseudogene,chr8,80432380,80432884,+,505
ENSG00000253392.2,AC006277.2,antisense,chr19,2915144,2926805,-,776
ENSG00000253393.1,RANP9,pseudogene,chr8,32897041,32897311,+,271
ENSG00000253394.1,LINC00534,lincRNA,chr8,91233716,91581546,+,1354
ENSG00000253395.1,KB-1460A1.1,lincRNA,chr8,102134373,102138386,-,430
ENSG00000253396.1,RP11-15G16.1,lincRNA,chr8,41292817,41297938,+,523
ENSG00000253397.1,RP11-597M17.1,antisense,chr8,27761998,27767827,+,359
ENSG00000253398.1,RP11-775B15.2,antisense,chr8,120432150,120474590,-,325
ENSG00000253399.1,AC078852.2,sense_intronic,chr4,1352267,1353249,+,441
ENSG00000253400.1,RP11-337A23.6,lincRNA,chr9,26801731,26805860,+,371
